1824.033515,1728.8796,1117.678401,632.0089749,300.1742954,115.5966621,77.8168937,71.82349686,65.52140791,56.55212914,44.1165096,38.34854249,34.50361351,28.46883129,24.9349807,9.260100743,2.50610176,1.090565066,0.950782443,1.130093962,1.481188126,3.130585047,3.730559123,3.571840544,3.243781554,2.040681399
0,0,0,0,0,0,0,0,0,0,0,0,0,9.792525476,13.64188936,109.4778383,619.7673587,1217.248317,1369.392657,1453.39609,1462.069583,1249.75147,999.7310455,504.2908311,370.7765996,338.144484
1483.577198,1509.1801,1648.956313,1788.292131,1834.230758,1778.765013,1690.978601,1658.012739,1432.72606,982.5738779,954.3666251,1043.760389,1135.333885,1024.345662,937.3044684,453.962207,165.4258603,86.74474333,81.00339448,122.0795717,264.4741104,610.6888298,796.7573809,547.0399044,494.7828519,508.6998738
241.8819682,242.1782504,250.6467692,260.4832555,267.0708116,275.1206759,276.5559753,275.5121267,265.5370826,253.2497422,234.1762406,230.3315987,224.5625469,197.3113237,180.1743665,92.5091713,37.85848558,22.54090793,45.89080124,200.7171059,231.3566492,209.1087686,190.6838202,151.4396166,126.3481743,115.7334921
47.83527287,136.1782214,936.6904001,1186.344873,1353.84372,1666.42049,1861.012389,2140.532828,2482.559847,2238.347236,1881.053855,1850.00983,1851.313624,1220.565813,899.2521256,86.31438366,6.797558677,9.440210574,1793.149865,3404.622436,3040.994738,2769.731976,2409.877855,1351.953657,1104.282588,1329.733199
2859.589101,3080.006092,5285.433238,9099.271884,10856.43822,7991.844399,5932.492407,5753.834617,5635.85511,5092.113009,4667.774839,4598.278617,3694.922127,3212.846855,3110.380175,3192.515134,3915.325463,4643.757324,5264.875285,5602.603296,5545.065258,5022.246575,4601.343927,2895.826673,2501.169129,3007.036283
12401.00754,13611.38018,22121.19942,33853.17616,38687.45954,36508.28488,34896.99668,35161.10325,34670.03791,20754.00598,16741.09525,16483.86232,16635.31561,13056.96081,10969.34902,2938.465178,687.3484204,765.6247653,12422.46085,18879.0139,19680.66833,20743.19321,20181.23138,13852.06677,13080.89926,15250.74825
1479.374256,3952.63915,26728.11207,34004.17346,34386.86159,32740.15497,31801.28646,32158.09246,32638.2271,27396.30366,24117.75642,23848.60404,23698.33728,19513.88503,16928.74757,5352.9661,711.9611308,55.75757491,2.248264829,83.61658028,11413.91369,137.8738716,116.3764704,15780.47644,16903.57662,17683.60276
69.85170252,80.34706994,306.6603158,1249.793176,1984.974144,1761.745082,1672.585647,1699.880222,1698.144627,1645.238327,1621.640179,1662.788943,1706.811508,1428.626454,1254.648611,426.9051675,78.60741388,14.10058607,4.422716203,43.48279537,271.356245,962.4845601,1274.441527,983.8028856,867.8144787,668.5084177
5031.734585,5120.688978,5685.157402,6776.8059,8621.383686,10521.36734,10361.77573,12118.14774,15834.2897,9421.267264,5700.276507,5346.598024,4554.803752,4434.823371,4428.749211,4694.544512,5653.195392,7821.443502,15620.10717,16107.36085,10485.64549,8970.714239,7274.0096,3966.553443,3841.675082,4632.661374
20588.85762,16657.31026,10276.77217,7755.164752,5159.497985,2717.351817,2358.439595,2428.930898,2530.800239,2598.961696,2962.031325,3512.719769,4208.216485,3340.481051,2813.172416,742.2926834,130.8582338,56.37192243,390.6607365,7259.743094,10209.25611,8684.217754,7297.913894,3850.061384,3264.907037,4255.049408
10056.0572,9577.068702,7414.362857,4946.751517,2835.682454,1457.095434,1378.52995,1543.815251,1932.730944,1650.527887,1295.541147,1273.987162,1157.513654,946.4829713,844.5636623,389.1481665,175.6099596,179.6367244,981.489112,1755.459766,1705.801189,1521.663504,1402.920395,790.072133,708.3801207,625.54175
5.923030723,29.70480767,777.1164199,1344.366062,1482.261519,1505.043014,1542.453543,1661.77194,1817.835814,1765.91973,1675.427037,1687.581462,1779.68574,1458.679574,1254.552111,398.251715,96.69024721,64.97039029,255.6060759,621.7180657,2065.469149,2369.154392,2242.410098,1468.992267,1343.114165,1309.481623
2411.0783,2409.988508,2463.527816,2541.44139,2558.545502,2473.747745,2602.204214,3744.373298,5596.426656,3261.209344,1913.450999,1652.773387,1456.282891,1632.688209,1739.859014,2386.554021,3342.561782,4056.872384,4093.208337,3283.970171,2384.413161,2273.116245,2189.686845,1448.552621,1412.299298,1357.531384
